time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-08-21T21:02:39.240Z,-9.7706,119.3555,73.6,4.1,mb,,83,3.06,1.1,us,us1000343s,2015-08-22T05:05:17.738Z,"3km SE of Bogorawatu, Indonesia",earthquake
2015-08-21T21:00:36.800Z,19.1669,-64.1635,50,3.2,Md,12,302.4,0.70966907,0.12,pr,pr15233009,2015-08-22T05:03:16.082Z,"95km NNE of Road Town, British Virgin Islands",earthquake
2015-08-21T20:28:21.090Z,-10.0245,123.9045,48.56,4.8,mb,,52,0.446,0.81,us,us1000343h,2015-08-22T17:06:32.198Z,"38km ENE of Kupang, Indonesia",earthquake
2015-08-21T20:17:12.900Z,20.8651,121.247,9.53,4.7,mb,,69,1.949,0.99,us,us1000343e,2015-08-22T16:05:27.170Z,"62km W of Itbayat, Philippines",earthquake
2015-08-21T20:13:28.050Z,37.4328333,-118.6156667,11.1,2.67,md,46,69,0.02004,0.06,nc,nc72510131,2015-08-22T13:51:58.031Z,"16km WNW of West Bishop, California",earthquake
2015-08-21T19:07:13.050Z,-8.3375,111.9345,122.77,4.2,mb,,100,1.459,0.66,us,us1000342j,2015-08-22T14:41:32.055Z,"11km SSE of Jengglungharjo, Indonesia",earthquake
2015-08-21T18:45:40.390Z,-22.4294,-178.1723,373.29,5.2,mb,,34,5.856,1.33,us,us1000342e,2015-08-22T18:14:12.268Z,"204km SSE of Ndoi Island, Fiji",earthquake
2015-08-21T18:35:32.320Z,52.8275,-172.7968,192.83,4,mb,,149,1.061,1.03,us,us1000342p,2015-08-22T17:56:30.752Z,"110km WNW of Amukta Island, Alaska",earthquake
2015-08-21T18:35:31.000Z,50.6945,-172.576,34.1,3,ml,,,,1,ak,ak11682877,2015-08-22T02:37:59.277Z,"201km SE of Atka, Alaska",earthquake
2015-08-21T17:42:55.350Z,-6.2911,146.7274,116.81,4.7,mb,,37,4.267,0.73,us,us1000341p,2015-08-22T17:13:27.190Z,"55km NNW of Lae, Papua New Guinea",earthquake
2015-08-21T17:38:17.600Z,51.9697,-173.8766,42.48,2.6,ml,,195,0.305,0.32,us,us10003423,2015-08-22T17:10:27.001Z,"33km SE of Atka, Alaska",earthquake
2015-08-21T16:25:57.000Z,19.2991,-64.4523,108,3.2,Md,10,288,0.80489049,0.18,pr,pr15233008,2015-08-22T00:28:25.704Z,"99km N of Road Town, British Virgin Islands",earthquake
2015-08-21T16:04:45.100Z,13.3076,-89.31,69.16,4.2,mb,,132,0.384,0.97,us,us1000340s,2015-08-23T22:10:33.171Z,"20km S of La Libertad, El Salvador",earthquake
2015-08-21T14:34:23.600Z,18.6466,-66.8679,15,2.7,Md,14,226.8,0.21290072,0.31,pr,pr15233006,2015-08-21T22:37:05.545Z,"18km NNW of Hatillo, Puerto Rico",earthquake
2015-08-21T14:32:16.700Z,19.5146,-66.099,25,2.8,Md,5,280.8,1.25584477,0.15,pr,pr15233007,2015-08-21T22:34:45.913Z,"116km N of San Juan, Puerto Rico",earthquake
2015-08-21T14:16:22.950Z,4.5056,-75.6698,51.87,4.3,mb,,105,1.385,1.32,us,us100034d6,2015-08-23T21:50:12.126Z,"3km SSE of Armenia, Colombia",earthquake
2015-08-21T12:50:01.260Z,10.0788,-62.9925,32.07,4.7,mb,,99,2.427,1.01,us,us100033y1,2015-08-21T20:52:41.252Z,"11km ESE of Caripito, Venezuela",earthquake
2015-08-21T11:40:56.000Z,63.0772,-150.9381,129.3,2.6,ml,,,,0.35,ak,ak11682738,2015-08-21T19:43:39.569Z,"94km NNW of Talkeetna, Alaska",earthquake
2015-08-21T11:13:16.550Z,-40.6905,-87.9886,10,4.5,mb,,232,10.949,1.11,us,us100033xx,2015-08-21T19:15:45.712Z,"West Chile Rise",earthquake
2015-08-21T10:48:09.870Z,14.1507,-91.1479,78.37,4.3,mb,,164,0.647,1.22,us,us100033wm,2015-08-21T14:52:17.870Z,"12km NW of La Gomera, Guatemala",earthquake
2015-08-21T07:54:36.910Z,33.2956,132.183,45.07,4.4,mwr,,105,1.108,0.76,us,us100033w5,2015-08-21T10:16:31.206Z,"36km WNW of Uwajima, Japan",earthquake
2015-08-21T07:09:51.090Z,11.9984,-87.9513,11.29,4.6,mb,,165,1.121,0.74,us,us100033w3,2015-08-21T15:12:34.073Z,"98km SSW of Jiquilillo, Nicaragua",earthquake
2015-08-21T06:56:46.490Z,-15.5301,-173.1282,10,4.9,mb,,62,4.667,0.97,us,us100033vw,2015-08-21T14:59:25.923Z,"81km NE of Hihifo, Tonga",earthquake
2015-08-21T06:53:38.000Z,63.7817,-150.3485,10.6,3.8,ml,,,,0.7,ak,ak11682667,2015-08-21T22:15:09.040Z,"68km W of Healy, Alaska",earthquake
2015-08-21T06:17:22.100Z,19.4685,-66.3653,73,3.3,Md,11,288,0.99712997,0.23,pr,pr15233001,2015-08-21T14:20:05.142Z,"110km N of Brenas, Puerto Rico",earthquake
2015-08-21T06:04:30.200Z,-20.5963,-69.2577,112.44,4.4,mb,,64,0.463,1.2,us,us100033vn,2015-08-21T14:07:02.804Z,"101km ESE of Iquique, Chile",earthquake
2015-08-21T05:41:42.540Z,-59.5422,-25.55,47.24,4.9,mb,,75,7.969,1.18,us,us100033vi,2015-08-21T13:44:12.869Z,"79km SE of Bristol Island, South Sandwich Islands",earthquake
2015-08-21T05:22:26.300Z,19.2346,-67.9257,64,3.2,Md,13,262.8,0.83543321,0.47,pr,pr15233005,2015-08-21T13:25:05.411Z,"88km NE of Punta Cana, Dominican Republic",earthquake
2015-08-21T04:00:46.910Z,36.9471,-97.5148,3.66,2.7,mb_lg,,35,0.072,0.57,us,us100034d3,2015-08-23T21:24:51.739Z,"12km SE of Caldwell, Kansas",earthquake
2015-08-21T03:48:33.290Z,-27.5109,-176.3226,42.51,4.6,mb,,74,2.233,0.69,us,us100033uz,2015-08-21T11:51:05.111Z,"248km NE of Raoul Island, New Zealand",earthquake
2015-08-21T03:16:43.100Z,18.9095,-67.6891,40,3,Md,13,226.8,0.55875211,0.98,pr,pr15233003,2015-08-21T11:19:28.028Z,"77km NW of Aguadilla, Puerto Rico",earthquake
2015-08-21T03:06:39.000Z,18.7555,-64.6035,33,2.9,Md,7,259.2,0.32519013,0.27,pr,pr15233000,2015-08-21T11:09:16.230Z,"37km N of Road Town, British Virgin Islands",earthquake
2015-08-20T23:18:40.880Z,51.1409,-178.0082,10,4,mb,,207,0.89,1.25,us,us100033tv,2015-08-21T07:21:09.069Z,"78km E of Amatignak Island, Alaska",earthquake
2015-08-20T23:11:32.000Z,61.1858,-149.3575,32.2,2.6,ml,,,,0.59,ak,ak11682477,2015-08-21T07:14:16.545Z,"29km E of Anchorage, Alaska",earthquake
2015-08-20T21:27:08.570Z,36.6973,-98.1158,4.21,2.7,mb_lg,,58,0.13,0.54,us,us100033sb,2015-08-21T05:29:47.977Z,"21km NE of Helena, Oklahoma",earthquake
2015-08-20T21:24:43.900Z,19.715,-64.5836,38,3.4,Md,17,288,1.22889531,0.1,pr,pr15232005,2015-08-21T05:27:28.008Z,"143km N of Road Town, British Virgin Islands",earthquake
2015-08-20T21:14:30.760Z,37.3419,135.2654,383.53,4,mb,,56,2.054,0.57,us,us100033s9,2015-08-21T05:16:56.978Z,"144km WNW of Hakui, Japan",earthquake
2015-08-20T21:04:33.000Z,59.5603,-152.5766,69.4,3.3,ml,,,,0.75,ak,ak11682395,2015-08-21T05:07:07.256Z,"48km WSW of Anchor Point, Alaska",earthquake
2015-08-20T20:36:09.550Z,40.5576667,-124.8825,25.11,2.75,md,35,262,0.4026,0.24,nc,nc72509656,2015-08-21T00:45:06.155Z,"52km W of Ferndale, California",earthquake
2015-08-20T19:49:22.000Z,51.1472,-178.1956,60.5,2.8,ml,,,,0.74,ak,ak11682337,2015-08-21T03:52:03.232Z,"65km E of Amatignak Island, Alaska",earthquake
2015-08-20T19:21:14.990Z,26.0179,90.2588,45.36,3.9,mb,,130,1.508,0.65,us,us100033t5,2015-08-21T03:11:26.976Z,"4km WSW of Lakhipur, India",earthquake
2015-08-20T18:34:35.500Z,19.0972,-67.693,50,2.8,Md,7,248.4,0.87136583,0.18,pr,pr15232004,2015-08-21T02:37:17.697Z,"91km NW of San Antonio, Puerto Rico",earthquake
2015-08-20T15:34:11.160Z,31.0252,-103.1158,2.16,2.6,mb_lg,,96,1.751,0.9,us,us100033q1,2015-08-21T16:25:21.021Z,"26km WNW of Fort Stockton, Texas",earthquake
2015-08-20T15:10:40.900Z,36.6704,-97.7374,7.014,2.5,ml,,48,,0.68,us,us100033r5,2015-08-21T15:41:05.800Z,"15km S of Medford, Oklahoma",earthquake
2015-08-20T14:59:56.000Z,59.6838,-151.0734,51.2,2.7,ml,,,,0.66,ak,ak11682171,2015-08-20T23:02:35.582Z,"13km ESE of Fritz Creek, Alaska",earthquake
2015-08-20T13:29:09.270Z,-8.1313,149.5409,51.87,5.5,mb,,23,6.423,1.22,us,us100033nw,2015-08-20T21:31:43.880Z,"157km ENE of Popondetta, Papua New Guinea",earthquake
2015-08-20T13:17:54.950Z,37.0542,-97.914,6.31,3.4,ml,,72,0.12,0.21,us,us100033nu,2015-08-20T16:33:20.813Z,"15km SE of Anthony, Kansas",earthquake
2015-08-20T12:57:32.910Z,38.7131,142.2488,43.88,4.6,mb,,134,1.424,1.27,us,us100033nn,2015-08-20T21:00:02.510Z,"60km SE of Ofunato, Japan",earthquake
2015-08-20T12:17:49.970Z,-5.5929,152.8059,10,4.6,mb,,117,1.532,0.88,us,us100033nk,2015-08-20T20:20:25.426Z,"127km SSW of Taron, Papua New Guinea",earthquake
2015-08-20T12:06:42.000Z,59.0213,-150.5453,35.2,2.5,ml,,,,0.48,ak,ak11682081,2015-08-20T20:09:16.155Z,"89km SE of Homer, Alaska",earthquake
2015-08-20T11:00:10.310Z,0.511,126.6202,50.46,5.7,mb,,31,0.79,1.02,us,us100033n1,2015-08-20T22:00:59.040Z,"88km WSW of Kota Ternate, Indonesia",earthquake
2015-08-20T10:55:24.000Z,63.5763,-147.3974,9.3,2.7,ml,,,,0.77,ak,ak11682036,2015-08-20T18:58:02.754Z,"80km ENE of Cantwell, Alaska",earthquake
2015-08-20T10:10:24.020Z,17.4847,145.7316,162.83,4.5,mb,,78,1.137,0.67,us,us100033mw,2015-08-20T18:12:55.499Z,"69km S of Pagan, Northern Mariana Islands",earthquake
2015-08-20T09:55:06.300Z,19.509,-66.374,10,3,Md,7,277.2,1.20913237,0.43,pr,pr15232003,2015-08-20T17:57:43.472Z,"115km N of Brenas, Puerto Rico",earthquake
2015-08-20T08:28:11.410Z,36.2897,-97.5278,1.07,3.6,mb_lg,,35,0.425,0.35,us,us100033m3,2015-08-23T23:36:28.674Z,"21km W of Perry, Oklahoma",earthquake
2015-08-20T07:56:51.400Z,18.4923,-66.1276,84,2.6,Md,15,183.6,0.18595126,0.28,pr,pr15232002,2015-08-20T15:59:30.225Z,"3km NW of San Juan, Puerto Rico",earthquake
2015-08-20T05:14:09.510Z,37.1078,-104.9291,1.08,3.9,mwr,,54,0.415,0.66,us,us100033ki,2015-08-21T17:47:41.040Z,"38km W of Trinidad, Colorado",earthquake
2015-08-20T04:03:56.440Z,36.9853333,-121.4676667,5.56,2.82,md,80,47,0.04228,0.09,nc,nc72509416,2015-08-21T00:09:44.619Z,"9km ESE of Gilroy, California",earthquake
2015-08-20T03:32:01.200Z,19.3904,-66.148,13,3.4,Md,17,259.2,0.97736703,0.21,pr,pr15232000,2015-08-20T11:34:56.497Z,"102km N of San Juan, Puerto Rico",earthquake
2015-08-20T03:30:02.100Z,19.2471,-65.5101,108,3.4,Md,5,284.4,0.95760409,0.07,pr,pr15232001,2015-08-20T11:32:31.269Z,"97km NNE of Vieques, Puerto Rico",earthquake
2015-08-20T02:56:50.860Z,38.138,20.354,46.66,4.4,mb,,134,1.572,1.04,us,us100033jz,2015-08-22T15:19:01.411Z,"9km SW of Lixourion, Greece",earthquake
2015-08-20T02:56:30.560Z,-12.6295,167.0105,232.84,4.5,mb,,71,2.807,0.56,us,us100033k8,2015-08-20T10:59:02.868Z,"150km NNW of Sola, Vanuatu",earthquake
2015-08-20T02:45:41.330Z,37.9953333,-84.8406667,33.83,2.77,md,17,89,0.2693,0.27,se,se60012008,2015-08-20T13:06:36.943Z,"6km SE of Lawrenceburg, Kentucky",earthquake
2015-08-20T00:49:17.700Z,36.8484,-98.2548,3.933,3.5,ml,,191,,0.62,us,us100033jw,2015-08-20T08:51:47.134Z,"13km NE of Cherokee, Oklahoma",earthquake
2015-08-20T00:47:13.290Z,36.8046,-98.2284,2.92,3.9,mb_lg,,93,0.014,0.58,us,us100033jm,2015-08-20T18:12:27.936Z,"12km ENE of Cherokee, Oklahoma",earthquake
2015-08-19T23:54:53.000Z,52.0937,-169.2415,20.7,2.5,ml,,,,0.44,ak,ak11681824,2015-08-20T07:57:29.245Z,"97km SSW of Nikolski, Alaska",earthquake
2015-08-19T23:13:47.580Z,36.5257,-98.4315,1.68,3.2,mb_lg,,83,0.329,0.7,us,us100033j5,2015-08-20T07:16:30.915Z,"14km W of Helena, Oklahoma",earthquake
2015-08-19T22:15:47.960Z,-9.6652,28.6092,15,5.1,mb,,45,5.593,0.47,us,us100033iu,2015-08-20T05:38:33.445Z,"37km SSW of Nchelenge, Zambia",earthquake
2015-08-19T22:04:34.480Z,42.0745,84.4784,10,4.6,mb,,59,4.971,0.88,us,us100033hy,2015-08-20T06:07:12.828Z,"133km ENE of Kuqa, China",earthquake
2015-08-19T22:03:14.200Z,2.2449,126.7445,45.55,4.6,mb,,117,1.59,0.56,us,us100033i0,2015-08-20T06:05:48.218Z,"151km WNW of Tobelo, Indonesia",earthquake
2015-08-19T21:31:03.100Z,36.936,-97.6856,5,2.7,ml,,47,,0.44,us,us100033i3,2015-08-20T05:33:34.559Z,"12km SSW of Caldwell, Kansas",earthquake
2015-08-19T21:13:49.180Z,52.2797,-169.4816,36.56,4.1,mb,,204,0.791,0.82,us,us100033h2,2015-08-20T05:16:25.614Z,"84km SSW of Nikolski, Alaska",earthquake
2015-08-19T19:50:07.200Z,19.3526,-64.5156,101,3.4,Md,4,309.6,0.86328099,0.05,pr,pr15231010,2015-08-20T03:52:41.517Z,"104km N of Road Town, British Virgin Islands",earthquake
2015-08-19T19:46:36.300Z,18.6343,-63.8706,25,2.9,Md,4,352.8,0.52461613,0.03,pr,pr15231009,2015-08-20T03:49:05.336Z,"82km ENE of Road Town, British Virgin Islands",earthquake
2015-08-19T18:57:15.800Z,19.2779,-65.1614,85,3.1,Md,4,298.8,0.94233273,0.2,pr,pr15231008,2015-08-20T02:59:53.744Z,"106km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-08-19T18:44:31.990Z,53.0955,-163.3396,10,4.4,mb,,184,1.765,1.01,us,us100033f5,2015-08-20T02:47:12.177Z,"195km S of False Pass, Alaska",earthquake
2015-08-19T18:07:37.280Z,53.6073,-163.6749,10,4.6,mb,,88,1.26,1.16,us,us100033ey,2015-08-20T02:10:22.417Z,"139km S of False Pass, Alaska",earthquake
2015-08-19T17:44:09.000Z,51.4415,-176.1505,17.8,2.6,ml,,,,0.25,ak,ak11681500,2015-08-20T01:47:40.244Z,"60km SE of Adak, Alaska",earthquake
2015-08-19T16:57:35.362Z,41.8984,-119.624,10.7577,2.89,ml,5,133.52,0.138,0.1579,nn,nn00507027,2015-08-23T06:57:54.490Z,"73km ESE of Lakeview, Oregon",earthquake
2015-08-19T15:08:55.000Z,59.2094,-152.5938,69.8,2.9,ml,,,,0.56,ak,ak11681480,2015-08-19T23:11:34.485Z,"76km SW of Homer, Alaska",earthquake
2015-08-19T14:04:45.350Z,32.6718,141.5762,35.29,4.6,mb,,80,1.547,0.97,us,us100033dn,2015-08-19T22:07:46.132Z,"172km ESE of Hachijo-jima, Japan",earthquake
2015-08-19T13:53:49.600Z,19.7299,-64.6867,29,3.1,Md,4,316.8,1.26033634,0.05,pr,pr15231007,2015-08-19T21:56:39.395Z,"145km N of Road Town, British Virgin Islands",earthquake
2015-08-19T12:23:50.640Z,29.1931,142.3297,10,4.7,mb,,131,2.093,0.39,us,us100033de,2015-08-20T07:20:10.936Z,"234km N of Chichi-shima, Japan",earthquake
2015-08-19T11:39:37.940Z,36.5613333,-121.0375,7.85,2.97,ml,85,54,0.0172,0.12,nc,nc72508996,2015-08-20T02:17:25.540Z,"29km ENE of Soledad, California",earthquake
2015-08-19T11:04:26.700Z,19.6987,-64.3927,89,4.8,Md,18,284.4,1.20194585,0.38,pr,pr15231003,2015-08-19T19:06:57.941Z,"112km N of Road Town, British Virgin Islands",earthquake
2015-08-19T11:02:12.830Z,43.7916,88.0026,29.18,4.5,mb,,77,5.024,0.78,us,us100033cu,2015-08-19T15:02:24.237Z,"19km ESE of Lucaogou, China",earthquake
2015-08-19T09:52:00.200Z,19.5757,-66.3004,69,3.2,Md,6,298.8,1.29447232,0.2,pr,pr15231006,2015-08-19T17:54:43.129Z,"122km N of Brenas, Puerto Rico",earthquake
2015-08-19T09:46:35.400Z,19.5771,-68.2089,46,2.7,Md,2,288,1.06899519,0.09,pr,pr15231002,2015-08-19T17:49:05.574Z,"109km NE of Miches, Dominican Republic",earthquake
2015-08-19T08:14:27.900Z,18.4694,-64.5217,54,2.9,Md,7,180,0.10420457,0.02,pr,pr15231004,2015-08-19T16:16:59.325Z,"11km ENE of Road Town, British Virgin Islands",earthquake
2015-08-19T07:50:25.910Z,-1.0716,-80.5858,38.39,4.5,mb,,131,2.499,0.63,us,us100033b8,2015-08-20T02:43:46.147Z,"9km ESE of Montecristi, Ecuador",earthquake
2015-08-19T07:47:15.000Z,52.8613,-173.2287,173.9,2.6,ml,,,,0.42,ak,ak11681422,2015-08-19T21:06:27.024Z,"99km NE of Atka, Alaska",earthquake
2015-08-19T06:48:38.140Z,41.7789,-100.249,5,3.6,mb_lg,,45,1.394,0.47,us,us100033b5,2015-08-20T02:14:00.749Z,"35km SE of Thedford, Nebraska",earthquake
2015-08-19T06:45:49.000Z,51.8344,178.4517,92,3.2,ml,,,,0.34,ak,ak11681413,2015-08-19T21:06:22.702Z,"13km SSW of Little Sitkin Island, Alaska",earthquake
2015-08-19T05:24:27.970Z,19.62,-75.4253,23.74,3.8,ml,,94,0.425,0.95,us,us100033hw,2015-08-19T22:23:10.775Z,"61km SE of Santiago de Cuba, Cuba",earthquake
2015-08-19T05:22:09.000Z,66.0973,-141.5439,35.2,3.1,ml,,,,0.82,ak,ak11681400,2015-08-21T15:15:53.950Z,"118km ENE of Circle,",earthquake
2015-08-19T03:48:49.660Z,14.6242,-92.4514,64.48,4.1,mb,,170,0.739,1.04,us,us100033gw,2015-08-19T21:19:34.412Z,"11km SSW of Puerto Madero, Mexico",earthquake
2015-08-19T02:39:26.000Z,17.5347,-67.377,26,2.9,Md,8,324,0.89023045,0.14,pr,pr15231000,2015-08-19T10:42:10.823Z,"52km SSW of Pole Ojea, Puerto Rico",earthquake
2015-08-19T01:51:35.400Z,19.5419,-65.3632,88,3.5,Md,10,266.4,1.22889531,0.43,pr,pr15231001,2015-08-19T09:54:07.543Z,"133km NNE of Vieques, Puerto Rico",earthquake
2015-08-19T01:10:38.000Z,66.0216,-141.2277,13.5,2.7,ml,,,,1.07,ak,ak11681356,2015-08-19T09:13:20.073Z,"130km E of Circle, ",earthquake
2015-08-19T00:46:45.650Z,4.263,95.3832,45.04,4.7,mb,,165,3.665,1.06,us,us100033ab,2015-08-19T08:49:19.975Z,"83km W of Meulaboh, Indonesia",earthquake
2015-08-18T22:35:10.000Z,63.2399,-150.5604,133.1,2.6,ml,,,,0.36,ak,ak11681308,2015-08-19T06:37:41.529Z,"82km W of Cantwell, Alaska",earthquake
2015-08-18T21:58:12.940Z,35.362,31.2548,51.96,4,mb,,172,1.597,1.12,us,us1000339u,2015-08-19T06:00:41.531Z,"112km WNW of Polis, Cyprus",earthquake
2015-08-18T21:21:16.400Z,18.9726,-65.1045,40,2.9,Md,6,255.6,0.63331228,0.25,pr,pr15230005,2015-08-19T00:15:23.255Z,"72km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-08-18T21:19:42.540Z,35.5241,31.2988,29.75,4.9,mb,,130,1.546,1.26,us,us1000339b,2015-08-20T19:50:18.000Z,"115km WNW of Polis, Cyprus",earthquake
2015-08-18T20:48:23.750Z,-7.3781,128.5692,161.5,5,mb,,63,2.771,0.92,us,us1000338w,2015-08-19T15:15:18.914Z,"Kepulauan Barat Daya, Indonesia",earthquake
2015-08-18T20:38:35.351Z,41.8874,-119.6269,12.4276,2.78,ml,7,133.45,0.141,0.1274,nn,nn00506928,2015-08-19T14:54:47.040Z,"68km ESE of Lakeview, Oregon",earthquake
2015-08-18T19:16:58.540Z,34.4467,140.5088,79.28,4.7,mb,,154,1.448,0.65,us,us1000337w,2015-08-19T14:42:44.207Z,"78km SSE of Katsuura, Japan",earthquake
2015-08-18T18:01:24.600Z,36.0678,-97.2017,5.353,2.5,ml,,55,,0.56,us,us1000338q,2015-08-19T14:01:38.320Z,"13km WSW of Stillwater, Oklahoma",earthquake
2015-08-18T15:36:07.970Z,-18.1525,168.2765,22.93,4.8,mb,,81,2.787,1.24,us,us1000336i,2015-08-18T23:29:10.140Z,"46km S of Port-Vila, Vanuatu",earthquake
